mu,Paper,Min Time,Time opt
0.12,19491397,8040636,3052855.2485501207
0.12,22222884,8175700,3607054.578836198
0.12,20130673,7438075,3232363.7228530794
0.12,17018490,7025053,2806757.8224841706
0.14,13362611,6445432,2530387.6966619184
0.14,15060960,6936345,2833546.0159696555
0.14,14718525,7061524,2640271.093031301
0.14,17499258,7850312,3354861.39268329
0.14,15961203,7577832,2888507.7741282145
0.14,17472458,6953694,3327395.5774612105
0.14,15750585,8118290,2953893.9975096094
0.14,16396983,8505629,3076084.667716298
0.14,16972963,6934906,3195223.281512647
0.14,19258794,8205414,3643897.7936968915
0.14,17685996,8325857,3288467.0555668334
0.14,17749595,8111920,3437401.5475101783
0.14,13660431,7012450,2658192.0466264766
0.14,15082799,7877723,2864360.2615199517
0.14,14829177,7000298,2840260.459851173
0.14,16481561,7157408,3197049.450735302
0.14,17805107,8197901,3429092.271985058
0.14,17154573,8195493,3418069.1244566618
0.14,14103037,6882688,2688118.010895679
0.14,18722720,8476581,3567757.22441211
0.14,15998663,6842036,2967594.727706387
0.14,17492923,8171395,3215244.6995527553
0.14,18321207,9035564,3431089.872701989
0.14,16206625,7090705,3053971.7112605283
0.14,17514321,6992276,3302794.362042187
0.14,15039996,7211745,2775769.6088759624
0.14,16174933,8040636,3052855.2485501207
0.14,18201295,8175700,3607054.578836198
0.14,17429252,7438075,3232363.7228530794
0.14,15423102,7025053,2806757.8224841706
0.16,11220880,6445432,2530387.6966619184
0.16,13013527,6936345,2833546.0159696555
0.16,11537426,7061524,2640271.093031301
0.16,14430651,7850312,3354861.39268329
0.16,13058939,7577832,2888507.7741282145
0.16,15059008,6953694,3327395.5774612105
0.16,13107912,8118290,2953893.9975096094
0.16,14274357,8505629,3076084.667716298
0.16,13980401,6934906,3195223.281512647
0.16,16337606,8205414,3643897.7936968915
0.16,14930230,8325857,3288467.0555668334
0.16,15450104,8111920,3437401.5475101783
0.16,12288489,7012450,2658192.0466264766
0.16,13068107,7877723,2864360.2615199517
0.16,12734360,7000298,2840260.459851173
0.16,14376118,7157408,3197049.450735302
0.16,15266145,8197901,3429092.271985058
0.16,15905405,8195493,3418069.1244566618
0.16,12129905,6882688,2688118.010895679
0.16,15260384,8476581,3567757.22441211
0.16,13413283,6842036,2967594.727706387
0.16,14349049,8171395,3215244.6995527553
0.16,15084904,9035564,3431089.872701989
0.16,13590107,7090705,3053971.7112605283
0.16,14940645,6992276,3302794.362042187
0.16,12410901,7211745,2775769.6088759624
0.16,13797550,8040636,3052855.2485501207
0.16,16164131,8175700,3607054.578836198
0.16,14666114,7438075,3232363.7228530794
0.16,12367556,7025053,2806757.8224841706
0.18,10135741,6445432,2530387.6966619184
0.18,11411447,6936345,2833546.0159696555
0.18,10553927,7061524,2640271.093031301
0.18,13258119,7850312,3354861.39268329
0.18,11925299,7577832,2888507.7741282145
0.18,13475563,6953694,3327395.5774612105
0.18,11774138,8118290,2953893.9975096094
0.18,12446467,8505629,3076084.667716298
0.18,12855123,6934906,3195223.281512647
0.18,14635406,8205414,3643897.7936968915
0.18,13024276,8325857,3288467.0555668334
0.18,13480100,8111920,3437401.5475101783
0.18,10423044,7012450,2658192.0466264766
0.18,11375545,7877723,2864360.2615199517
0.18,11064782,7000298,2840260.459851173
0.18,12545872,7157408,3197049.450735302
0.18,13664795,8197901,3429092.271985058
0.18,13490695,8195493,3418069.1244566618
0.18,10600279,6882688,2688118.010895679
0.18,14278853,8476581,3567757.22441211
0.18,12237111,6842036,2967594.727706387
0.18,13328474,8171395,3215244.6995527553
0.18,13625876,9035564,3431089.872701989
0.18,12096075,7090705,3053971.7112605283
0.18,12897192,6992276,3302794.362042187
0.18,11206552,7211745,2775769.6088759624
0.18,12037929,8040636,3052855.2485501207
0.18,14057233,8175700,3607054.578836198
0.18,12806538,7438075,3232363.7228530794
0.18,11204881,7025053,2806757.8224841706
0.2,8899635,6445432,2530387.6966619184
0.2,9866211,6936345,2833546.0159696555
0.2,9202368,7061524,2640271.093031301
0.2,11669994,7850312,3354861.39268329
0.2,9959862,7577832,2888507.7741282145
0.2,11545403,6953694,3327395.5774612105
0.2,10225885,8118290,2953893.9975096094
0.2,10771281,8505629,3076084.667716298
0.2,11092690,6934906,3195223.281512647
0.2,12582631,8205414,3643897.7936968915
0.2,11479574,8325857,3288467.0555668334
0.2,11997469,8111920,3437401.5475101783
0.2,9539351,7012450,2658192.0466264766
0.2,10044769,7877723,2864360.2615199517
0.2,9741576,7000298,2840260.459851173
0.2,11157351,7157408,3197049.450735302
0.2,11749810,8197901,3429092.271985058
0.2,11835041,8195493,3418069.1244566618
0.2,9264612,6882688,2688118.010895679
0.2,12220592,8476581,3567757.22441211
0.2,10398220,6842036,2967594.727706387
0.2,11193400,8171395,3215244.6995527553
0.2,11986960,9035564,3431089.872701989
0.2,10553568,7090705,3053971.7112605283
0.2,11471917,6992276,3302794.362042187
0.2,9577846,7211745,2775769.6088759624
0.2,10423730,8040636,3052855.2485501207
0.2,12705951,8175700,3607054.578836198
0.2,11303481,7438075,3232363.7228530794
0.2,9691895,7025053,2806757.8224841706
0.22,7910326,6445432,2530387.6966619184
0.22,8724001,6936345,2833546.0159696555
0.22,8197840,7061524,2640271.093031301
0.22,10039778,7850312,3354861.39268329
0.22,8830007,7577832,2888507.7741282145
0.22,10083633,6953694,3327395.5774612105
0.22,9147494,8118290,2953893.9975096094
0.22,9423958,8505629,3076084.667716298
0.22,9868491,6934906,3195223.281512647
0.22,10950757,8205414,3643897.7936968915
0.22,10169821,8325857,3288467.0555668334
0.22,10549802,8111920,3437401.5475101783
0.22,8378233,7012450,2658192.0466264766
0.22,8827140,7877723,2864360.2615199517
0.22,8711001,7000298,2840260.459851173
0.22,9750116,7157408,3197049.450735302
0.22,10822241,8197901,3429092.271985058
0.22,10659170,8195493,3418069.1244566618
0.22,8393086,6882688,2688118.010895679
0.22,10964701,8476581,3567757.22441211
0.22,9053997,6842036,2967594.727706387
0.22,9705451,8171395,3215244.6995527553
0.22,10698714,9035564,3431089.872701989
0.22,9517463,7090705,3053971.7112605283
0.22,10149320,6992276,3302794.362042187
0.22,8580651,7211745,2775769.6088759624
0.22,9437798,8040636,3052855.2485501207
0.22,11221899,8175700,3607054.578836198
0.22,9992668,7438075,3232363.7228530794
0.22,8602738,7025053,2806757.8224841706
0.24,6952280,6445432,2530387.6966619184
0.24,7784748,6936345,2833546.0159696555
0.24,7314717,7061524,2640271.093031301
0.24,9132906,7850312,3354861.39268329
0.24,7922995,7577832,2888507.7741282145
0.24,8940237,6953694,3327395.5774612105
0.24,8010729,8118290,2953893.9975096094
0.24,8401869,8505629,3076084.667716298
0.24,8769890,6934906,3195223.281512647
0.24,9943187,8205414,3643897.7936968915
0.24,9023896,8325857,3288467.0555668334
0.24,9523043,8111920,3437401.5475101783
0.24,7373008,7012450,2658192.0466264766
0.24,7715975,7877723,2864360.2615199517
0.24,7793725,7000298,2840260.459851173
0.24,8717984,7157408,3197049.450735302
0.24,9393497,8197901,3429092.271985058
0.24,9248612,8195493,3418069.1244566618
0.24,7391174,6882688,2688118.010895679
0.24,9571263,8476581,3567757.22441211
0.24,8052033,6842036,2967594.727706387
0.24,8741916,8171395,3215244.6995527553
0.24,9412322,9035564,3431089.872701989
0.24,8392372,7090705,3053971.7112605283
0.24,9153381,6992276,3302794.362042187
0.24,7565244,7211745,2775769.6088759624
0.24,8354117,8040636,3052855.2485501207
0.24,10032001,8175700,3607054.578836198
0.24,8851275,7438075,3232363.7228530794
0.24,7751190,7025053,2806757.8224841706
0.26,6158148,6445432,2530387.6966619184
0.26,6928279,6936345,2833546.0159696555
0.26,6434673,7061524,2640271.093031301
0.26,7971926,7850312,3354861.39268329
0.26,6952134,7577832,2888507.7741282145
0.26,8022201,6953694,3327395.5774612105
0.26,7135343,8118290,2953893.9975096094
0.26,7446656,8505629,3076084.667716298
0.26,7678826,6934906,3195223.281512647
0.26,8772776,8205414,3643897.7936968915
0.26,7936408,8325857,3288467.0555668334
0.26,8283953,8111920,3437401.5475101783
0.26,6545563,7012450,2658192.0466264766
0.26,6940830,7877723,2864360.2615199517
0.26,6835772,7000298,2840260.459851173
0.26,7787489,7157408,3197049.450735302
0.26,8335775,8197901,3429092.271985058
0.26,8340554,8195493,3418069.1244566618
0.26,6501173,6882688,2688118.010895679
0.26,8618483,8476581,3567757.22441211
0.26,7181058,6842036,2967594.727706387
0.26,7789449,8171395,3215244.6995527553
0.26,8339985,9035564,3431089.872701989
0.26,7374329,7090705,3053971.7112605283
0.26,8044947,6992276,3302794.362042187
0.26,6770679,7211745,2775769.6088759624
0.26,7382323,8040636,3052855.2485501207
0.26,8615943,8175700,3607054.578836198
0.26,7849695,7438075,3232363.7228530794
0.26,6749146,7025053,2806757.8224841706
0.28,5422233,6445432,2530387.6966619184
0.28,6000759,6936345,2833546.0159696555
0.28,5595341,7061524,2640271.093031301
0.28,7134858,7850312,3354861.39268329
0.28,6151007,7577832,2888507.7741282145
0.28,7074827,6953694,3327395.5774612105
0.28,6296920,8118290,2953893.9975096094
0.28,6599109,8505629,3076084.667716298
0.28,6756839,6934906,3195223.281512647
0.28,7810583,8205414,3643897.7936968915
0.28,7047893,8325857,3288467.0555668334
0.28,7393030,8111920,3437401.5475101783
0.28,5718349,7012450,2658192.0466264766
0.28,6103722,7877723,2864360.2615199517
0.28,6053100,7000298,2840260.459851173
0.28,6824425,7157408,3197049.450735302
0.28,7300811,8197901,3429092.271985058
0.28,7255542,8195493,3418069.1244566618
0.28,5772640,6882688,2688118.010895679
0.28,7572398,8476581,3567757.22441211
0.28,6378377,6842036,2967594.727706387
0.28,6890222,8171395,3215244.6995527553
0.28,7286970,9035564,3431089.872701989
0.28,6500082,7090705,3053971.7112605283
0.28,7065020,6992276,3302794.362042187
0.28,5938049,7211745,2775769.6088759624
0.28,6535469,8040636,3052855.2485501207
0.28,7720116,8175700,3607054.578836198
0.28,6851279,7438075,3232363.7228530794
0.28,5996827,7025053,2806757.8224841706
0.3,4766605,6445432,2530387.6966619184
0.3,5331444,6936345,2833546.0159696555
0.3,4962425,7061524,2640271.093031301
0.3,6272045,7850312,3354861.39268329
0.3,5420662,7577832,2888507.7741282145
0.3,6249770,6953694,3327395.5774612105
0.3,5509236,8118290,2953893.9975096094
0.3,5792634,8505629,3076084.667716298
0.3,5994417,6934906,3195223.281512647
0.3,6794895,8205414,3643897.7936968915
0.3,6188383,8325857,3288467.0555668334
0.3,6451921,8111920,3437401.5475101783
0.3,5025263,7012450,2658192.0466264766
0.3,5402811,7877723,2864360.2615199517
0.3,5324215,7000298,2840260.459851173
0.3,6036333,7157408,3197049.450735302
0.3,6468479,8197901,3429092.271985058
0.3,6439739,8195493,3418069.1244566618
0.3,5071221,6882688,2688118.010895679
0.3,6638653,8476581,3567757.22441211
0.3,5577219,6842036,2967594.727706387
0.3,6042389,8171395,3215244.6995527553
0.3,6413154,9035564,3431089.872701989
0.3,5726767,7090705,3053971.7112605283
0.3,6228329,6992276,3302794.362042187
0.3,5216984,7211745,2775769.6088759624
0.3,5763312,8040636,3052855.2485501207
0.3,6808718,8175700,3607054.578836198
0.3,6065526,7438075,3232363.7228530794
0.3,5259794,7025053,2806757.8224841706
0.32,4195239,6445432,2530387.6966619184
0.32,4656151,6936345,2833546.0159696555
0.32,4352650,7061524,2640271.093031301
0.32,5477170,7850312,3354861.39268329
0.32,4755900,7577832,2888507.7741282145
0.32,5460436,6953694,3327395.5774612105
0.32,4837286,8118290,2953893.9975096094
0.32,5050762,8505629,3076084.667716298
0.32,5256522,6934906,3195223.281512647
0.32,5970564,8205414,3643897.7936968915
0.32,5394225,8325857,3288467.0555668334
0.32,5665836,8111920,3437401.5475101783
0.32,4397068,7012450,2658192.0466264766
0.32,4699388,7877723,2864360.2615199517
0.32,4648135,7000298,2840260.459851173
0.32,5245238,7157408,3197049.450735302
0.32,5651365,8197901,3429092.271985058
0.32,5624043,8195493,3418069.1244566618
0.32,4433577,6882688,2688118.010895679
0.32,5831729,8476581,3567757.22441211
0.32,4896000,6842036,2967594.727706387
0.32,5292181,8171395,3215244.6995527553
0.32,5603286,9035564,3431089.872701989
0.32,5024176,7090705,3053971.7112605283
0.32,5428097,6992276,3302794.362042187
0.32,4548373,7211745,2775769.6088759624
0.32,5012310,8040636,3052855.2485501207
0.32,5955983,8175700,3607054.578836198
0.32,5301773,7438075,3232363.7228530794
0.32,4610782,7025053,2806757.8224841706
0.34,3642955,6445432,2530387.6966619184
0.34,4038026,6936345,2833546.0159696555
0.34,3793527,7061524,2640271.093031301
0.34,4782385,7850312,3354861.39268329
0.34,4132149,7577832,2888507.7741282145
0.34,4721017,6953694,3327395.5774612105
0.34,4215846,8118290,2953893.9975096094
0.34,4390241,8505629,3076084.667716298
0.34,4538520,6934906,3195223.281512647
0.34,5183113,8205414,3643897.7936968915
0.34,4692730,8325857,3288467.0555668334
0.34,4927352,8111920,3437401.5475101783
0.34,3842336,7012450,2658192.0466264766
0.34,4087240,7877723,2864360.2615199517
0.34,4045647,7000298,2840260.459851173
0.34,4555058,7157408,3197049.450735302
0.34,4900225,8197901,3429092.271985058
0.34,4897399,8195493,3418069.1244566618
0.34,3869381,6882688,2688118.010895679
0.34,5058167,8476581,3567757.22441211
0.34,4232240,6842036,2967594.727706387
0.34,4577127,8171395,3215244.6995527553
0.34,4895754,9035564,3431089.872701989
0.34,4329665,7090705,3053971.7112605283
0.34,4700748,6992276,3302794.362042187
0.34,3963753,7211745,2775769.6088759624
0.34,4362467,8040636,3052855.2485501207
0.34,5156458,8175700,3607054.578836198
0.34,4590788,7438075,3232363.7228530794
0.34,3999656,7025053,2806757.8224841706
0.36,3139626,6445432,2530387.6966619184
0.36,3480504,6936345,2833546.0159696555
0.36,3306926,7061524,2640271.093031301
0.36,4129594,7850312,3354861.39268329
0.36,3520872,7577832,2888507.7741282145
0.36,4086237,6953694,3327395.5774612105
0.36,3618009,8118290,2953893.9975096094
0.36,3799969,8505629,3076084.667716298
0.36,3928074,6934906,3195223.281512647
0.36,4444953,8205414,3643897.7936968915
0.36,4075278,8325857,3288467.0555668334
0.36,4266979,8111920,3437401.5475101783
0.36,3332191,7012450,2658192.0466264766
0.36,3558486,7877723,2864360.2615199517
0.36,3474237,7000298,2840260.459851173
0.36,3915901,7157408,3197049.450735302
0.36,4205926,8197901,3429092.271985058
0.36,4205273,8195493,3418069.1244566618
0.36,3374641,6882688,2688118.010895679
0.36,4336419,8476581,3567757.22441211
0.36,3632757,6842036,2967594.727706387
0.36,3931833,8171395,3215244.6995527553
0.36,4221231,9035564,3431089.872701989
0.36,3720690,7090705,3053971.7112605283
0.36,4039948,6992276,3302794.362042187
0.36,3422323,7211745,2775769.6088759624
0.36,3743307,8040636,3052855.2485501207
0.36,4425926,8175700,3607054.578836198
0.36,3925809,7438075,3232363.7228530794
0.36,3420509,7025053,2806757.8224841706
0.38,3170758,6445432,2530387.6966619184
0.38,3364872,6936345,2833546.0159696555
0.38,3405560,7061524,2640271.093031301
0.38,3817412,7850312,3354861.39268329
0.38,3579821,7577832,2888507.7741282145
0.38,3616371,6953694,3327395.5774612105
0.38,3584556,8118290,2953893.9975096094
0.38,3883714,8505629,3076084.667716298
0.38,3604176,6934906,3195223.281512647
0.38,4048438,8205414,3643897.7936968915
0.38,3878265,8325857,3288467.0555668334
0.38,3967536,8111920,3437401.5475101783
0.38,3496068,7012450,2658192.0466264766
0.38,3430500,7877723,2864360.2615199517
0.38,3424493,7000298,2840260.459851173
0.38,3636367,7157408,3197049.450735302
0.38,3916931,8197901,3429092.271985058
0.38,3997584,8195493,3418069.1244566618
0.38,3487524,6882688,2688118.010895679
0.38,3975549,8476581,3567757.22441211
0.38,3281400,6842036,2967594.727706387
0.38,3804021,8171395,3215244.6995527553
0.38,4243251,9035564,3431089.872701989
0.38,3647369,7090705,3053971.7112605283
0.38,3816106,6992276,3302794.362042187
0.38,3417538,7211745,2775769.6088759624
0.38,3535958,8040636,3052855.2485501207
0.38,4079232,8175700,3607054.578836198
0.38,3621361,7438075,3232363.7228530794
0.38,3304531,7025053,2806757.8224841706
