density,Paper,Min Time,Time opt
0.1,1096561.9517006392,1200099.9924890818,688682.2888688851
0.2,1124704.8238118389,1282818.9676330083,688682.2888688851
0.3,1123391.805657562,1228426.2685199496,688682.2888688851
0.4,1058653.5404301884,1207556.461271414,688682.2888688851
0.5,1100877.8548039002,1246771.6656972205,688682.2888688851
0.6,1086604.1091348683,1182555.598431271,688682.2888688851
0.7,1086910.1737469733,1217098.6314318546,688682.2888688851
0.8,1074679.1056396875,1201939.583549448,688682.2888688851
0.9,1093627.2958904433,1184461.8609261864,688682.2888688851
1,1062441.2942222632,1193510.736059702,688682.2888688851
0.1,1074304.4162312557,1206998.8711503798,682390.0572946991
0.2,1100476.695851559,1244084.1199086416,682390.0572946991
0.3,1084191.7674817543,1240314.1037627389,682390.0572946991
0.4,1123669.3692086686,1219465.0893906937,682390.0572946991
0.5,1069931.650094613,1203155.6805222412,682390.0572946991
0.6,1074214.8825942809,1220430.6719189656,682390.0572946991
0.7,1089633.0728313946,1196239.2118117774,682390.0572946991
0.8,1047025.5232298828,1191665.013418132,682390.0572946991
0.9,1073729.4735442498,1166031.5559399193,682390.0572946991
1,1091942.1444382693,1172048.760705591,682390.0572946991
0.1,1085645.0185722956,1240046.7546443122,654466.7297662625
0.2,1101372.776441922,1251623.9448834762,654466.7297662625
0.3,1134954.896652303,1240844.4222041294,654466.7297662625
0.4,1056363.3060240322,1152065.8107146998,654466.7297662625
0.5,1097073.338138351,1215381.7846661722,654466.7297662625
0.6,1021785.935847457,1174725.0063918896,654466.7297662625
0.7,1106987.6982968154,1229057.4347002334,654466.7297662625
0.8,1057386.1115389594,1175899.879160311,654466.7297662625
0.9,1038011.8132920132,1183168.814259343,654466.7297662625
1,1014961.6791821392,1142845.5357725173,654466.7297662625
0.1,1165293.3661239734,1309376.9359356626,671096.4806446494
0.2,1211774.5417869156,1323369.4438893548,671096.4806446494
0.3,1156299.7595943937,1298754.0394402165,671096.4806446494
0.4,1117460.5959418407,1257506.5844609942,671096.4806446494
0.5,1124827.91455736,1296946.9454282704,671096.4806446494
0.6,1149114.8492240326,1314659.583929899,671096.4806446494
0.7,1114274.6603216953,1282265.8367333277,671096.4806446494
0.8,1091360.5754775782,1259697.381100224,671096.4806446494
0.9,1108801.4187480772,1301392.6778903066,671096.4806446494
1,1176849.95157854,1293571.2544117414,671096.4806446494
